pdes,popular_name,M1,K1,source_citation,notes,match_confidence,bigv_designation_old,bigv_page,ocr_excerpt
25D,Neujmin 2,10.7,10.0,"Vsekhsvyatskij 1958, E-I",ENTRY MERGED with 1926 VII in segmenter — body contains '1927 I (1926g). The second recorded apparition of the short-period Comet Neujmin (2) (1916 II; the 1921 return was overlooked)' = 25D; E-I H10=10m.7 initial period; average H10=11m.9; post-peri H10=10m.7; took initial/post-peri brightest 10.7 per §3.6 (brightest); periodic — will dedupe with other 25D apparitions; bigv_designation_old=1927 I (Big V's actual print); page-image proofread vs p442-443: confirmed; periodic dedupe across apparitions [1916 II: M1=10.7],high,1927 I,442,"E-I gave for the initial period Hjj)=10™.7. Proceeding from all the estimates above, we obtain on the average H;)=11™.9 and after the perihelion passage H;,=10™.7"
1927 A1,Blathwayt's Comet (1927 II),7.4,10.0,"Vsekhsvyatskij 1958, E-I",matched by name (Blathwayt) + 11 Jan 1927 Bloemfontein discovery; only E-I H10=7m.4 cited for initial period; March H10=8.5 to 9m (post-peri fading); took initial-period brighter per §3.3; not detected in northern hemisphere; page-image proofread vs p443: confirmed,high,1927 II,443,"E-I gave Hig= 7™.4 according to observations in the initial period. In March, Hjg= 8.5 to 9™."
32P,Comas Sola,9.0,10.0,"Vsekhsvyatskij 1958, E-I",matched by name (Comas Sola) + 5 Nov 1926 Barcelona discovery + body 'first recorded apparition of the short-period Comet Comas Sola' = 32P; segmenter labeled 1927 II but Big V actually prints 1927 III (Roman numeral OCR confusion); E-I H10=9m.0 (figures y=2 and H0~11m flagged uncertain); D1=3'.1; periodic — will dedupe with other 32P apparitions; page-image proofread vs p443-444: Big V prints '1927 III (1926f)' — confirmed Roman III not II; periodic dedupe across apparitions [1935 IV: M1=9.6],high,1927 III,443,"In E-I, Hj =9™.0; the figures y=2 and Hp=11™ are uncertain."
1927 E1,Stearns's Comet (1927 IV),2.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Stearns) + 10 March 1927 discovery; C.A.M. H10=2m.0 from observations for the first period; van Biesbroeck/Struve/Baade close to y=10, H0=1m.88; observed for 4 years (longest series in Big V era); last seen at r=11.5 AU; sanity check: at r=3.68, Δ=2.70 with K1=10 yields m=9.8 vs reported 8.5 — consistent; page-image proofread vs p444-446: confirmed; FAMOUS far-distance comet; very bright intrinsic but never close to Earth",high,1927 IV,444,"In C.A.M., Hj9=2™.0 according to observations for the first period. The estimates of van Biesbroeck, Struve and Baade are close to the values y=10, Hj=1™.88."
26P,Grigg-Skjellerup,12.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'second recorded apparition of the short-period Comet Grigg-Skjellerup (1902 II)' = 26P; A.Zh. 7:215 H10=13m; C.A.M. H10=12 to 13m (took mid 12.5); Big V from 20-25 May m=10m -> H10=13m.1; from 20-25 July m=15m -> H10=15m (rapid post-peri fading); ASYMMETRIC; chose C.A.M. midpoint per sec 3.4 range-only; periodic — will dedupe with other 26P apparitions; close approach to Earth (Δ=0.27); page-image proofread vs page 424: confirmed; periodic dedupe across apparitions [1927 V: M1=13.0; 1932 II: M1=12.9; 1937 III: M1=15.0; 1902 II: M1=9.0],medium,1922 I,424,"In A.Zh., 7:215, H10=13m; in C.A.M., H10=12 to 13m. Taking m=10m on 20 May to 25 May, we obtain H10=13m.1; taking m=15m on 20 July and 25 July, we obtain H10=15m, indicating a rapid decrease in brightness with the increasing distance from the perihelion."
34D,Gale,9.2,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Gale) + 7 June 1927 Sydney discovery + body 'first recorded apparition of the short-period Comet Gale' = 34D; E-I H10=9m.2 (printed as 'in =T) rig = 9 20' — pymupdf garble for 'In E-I, H10=9m.2'); D1=1'; one of Saturnian comets; periodic — will dedupe with other 34D apparitions; page-image proofread vs p446-447: confirmed E-I cite, H10=9m.2; periodic dedupe across apparitions [1938 I: M1=10.0]",high,1927 VI,446,"in =T) rig = 9 20. Dy = tr,"
24P,Schaumasse,10.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'third recorded apparition of the short-period Comet Schaumasse' = 24P; C.A.M. H10=10 to 11m (range — took midpoint 10.5 per §3.4); van Biesbroeck Oct/Dec H10=10m.0; Jan 1928 H10=11m; D1=1'.4; periodic — will dedupe with other 24P apparitions; page-image proofread vs p448: confirmed; periodic dedupe across apparitions [1919 IV: M1=10.9],medium,1927 VIII,448,"In C.A.M., Hjp=10 to 11™. According to van Biesbroeck, in Oct. and Dec., Hig = 20"".0 ... for Jan. 1928 Hip = 11"" 9 in Oct 1927 D = 144."
1927 X1,Skjellerup-Maristany (Great Comet 1927),5.2,10.0,"Vsekhsvyatskij 1958, other","matched by name (Skjellerup, Maristany) + bright comet end-Nov 1927 Australia/S.America = FAMOUS Great Southern Comet 1927 = 1927 X1 per target list peri 1927-12-18; C.A.M. H10=7m.2 flagged 'an apparent underestimate' (V1 pattern); Big V's synthesis: y=13.1, Hy=5m.3, H10=5m.2 (NON-STANDARD high y exponent); Baldet B.S.A.F. 43:401 also reports brightness varied more rapidly than r^-4*Δ^-2; took Big V synthesis 5.2 per V1 override rule; ERRONEOUS C.A.M. flagged; FAMOUS — sanity check: M1=5.2 with r=0.18, Δ=0.83 around 18 Dec → m=5.2+5log(0.83)+10log(0.18)≈5.2-0.4-7.4=-2.6, observed peak ~-6 reported 15 Dec (sungrazer geometry, K1=10 underestimates near-peri due to high y); the K1=10 fit is correct but cannot capture true peak; popular_name uses 'Skjellerup-Maristany' per target list and 'Great Comet 1927' alias; page-image proofread vs p448-450: confirmed",low,1927 IX,448,"In C.A.M., Hig=7™.2, an apparent underestimate. Taking for 26 Nov. to 3 Dec., m=1™; 15 Dec. to 17 Dec., -5 to -6™; 20 Dec., -2™; 10 Feb. 1928, 8 to 9™; ... we obtain y=13.1; Hy=5™.3; Hig=5™.2."
30P,Reinmuth 1,10.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Reinmuth) + 22 Feb 1928 Heidelberg discovery + body 'first recorded apparition of the short-period Comet Reinmuth' = 30P; C.A.M. H10=10m.2 according to H. Struve, van Biesbroeck, Wolf et al.; for first observation period Hjg=9m.7; comet's brightness decreased much more rapidly than y=10 (NON-STANDARD); periodic — will dedupe with other 30P apparitions; page-image proofread vs p450: confirmed; periodic dedupe across apparitions [1935 II: M1=11.5]",high,1928 I,450,"In C.A.M., Hig=10™.2 according to H. Struve, van Biesbroeck, Wolf, et al; hence, at y=10 we obtain m= 14™,3 on 8 May. The comet's brightness decreased much more rapidly than y=10. For the first observation period Hjg=9™.7."
27P,Crommelin,7.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Crommelin/Forbes) + body 'third recorded apparition of the periodic Comet Crommelin (Pons-Coggia-Winnecke-Forbes)' = 27P; C.A.M. H10=12 cited as apparent underestimate (Big V notes it's based on van Biesbroeck's underestimating tendency); Big V's synthesis from 25 Oct m=7.5, 19-21 Nov m=6-7m, 1 Dec m=9-10m, 20 Dec m=12: H10=7.7 to 9m.2 first period, H10=12 second period; took first-period brighter end 7.7 per §3.3 (brightest); ERRONEOUS C.A.M. flagged (V1 pattern); periodic — will dedupe with other 27P apparitions; page-image proofread vs p452: confirmed",medium,1928 IV,452,"In C.A.M., Hjp=12™, according to van Biesbroeck's estimates (apparently underestimates). Taking for 25 Oct.m=7™.5, 19 Nov. to 21 Nov., 6 to 7™; 1 Dec., 9 to 10™ and 20 Dec. 12™, we obtain Hj9=7.7 to 9™.2 for the first period"
31P,Schwassmann-Wachmann 2,7.5,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Schwassmann + Wachmann) + body 'first recorded apparition of the short-period Comet Schwassmann-Wachmann (2)' = 31P; Kanda Tokyo Bull. y=5, H0=9m.9 (when y=10 H10=8m.2); E-I 'from numerous estimates H10=7m.5 (till beginning of February) and H10=8m.3 (second period)'; took E-I first-period 7.5 (brighter) per §3.3; periodic — will dedupe with other 31P apparitions; page-image proofread vs p452-453: confirmed; periodic dedupe across apparitions [1935 III: M1=9.9]",high,1929 I,452,"In E-I, from numerous estimates, Hj9=7™.5 (till the beginning of February) and Hj) = 8™.3 (for the second period of observations)."
37P,Forbes,9.9,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Forbes) + body 'first recorded apparition of the short-period Comet Forbes' = 37P; E-I H10=11m.4 from van Biesbroeck estimates; y=18, H0=9m.1 (not very reliable — very high y indicates non-standard photometry); for initial period m=10-11m, H10=9m.9 (brighter); took initial-period 9.9 per §3.6 brightest for periodics; periodic — will dedupe with other 37P apparitions; page-image proofread vs p453: confirmed",high,1929 II,453,"In E-I, from the estimates of van Biesbroeck, Hjj=11™.4, y= 18, Hy = 9™ 1 (not very reliable). For initial period, m=10 to 11™, Hyy=9™.9."
42P,Neujmin 3,10.8,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Neujmin) + body 'first recorded apparition of the short-period Comet Neujmin (3)' = 42P; Boyer/Willis y=5, H0=12m.4 (gives H10=10m.8); E-I from all estimates H10=10m.8; D1=0'.8; periodic — will dedupe with other 42P apparitions; page-image proofread vs p454: confirmed",high,1929 III,454,"Boyer and Willis, taking y=5, found Hp =12™.4, which gives Hjg=10™.8; in E-I, from all estimates received, H;j=10™.8."
1930 D1,Peltier-Schwassmann-Wachmann (1930 I),12.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Schwassmann-Wachmann + Peltier) + 18-20 Feb 1930 discovery; C.A.M. H10=12m.5 from H. Struve/Schwassmann/Wachmann/Peltier/van Biesbroeck initial-period estimates; from March H10=14m.5 (rapid faintening); chose initial-period C.A.M. 12.5 per §3.1; D1=1'.5; brief apparition (~5 weeks); page-image proofread vs p454: confirmed,high,1930 I,454,"According to H. Struve, Schwassmann, Wachmann, Peltier, and van Biesbroeck, in initial period, C.A.M. obtained Hyg =12™.5; from March estimates, Hjg=14™.5."
1929 Y1,Wilk's Comet (1930 II),8.4,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1930 D1 (wrong; that's the previous 1930 I Peltier-Schwassmann-Wachmann); body identifies as Wilk's 20 Dec 1929 Cracow discovery in Lyra → 1929 Y1 (Wilk) per target list peri 1930-01-22; Kukarkin A.N.243:113 from 77 estimates y=10.4, Hy=8m.5 (essentially equal to H10=8m.5); C.A.M. H10=8m.4; Bobrovnikoff y=10.7 H0=8m.34; chose C.A.M. 8.4 per §3.1; tail spectrum studied (CN, C); main tail type I (Vorontsov-Vel'yaminov); page-image proofread vs p454-455: confirmed",high,1930 II,454,"In C.A.M., Hig = 8™.4. From 53 estimates of almost the same observers, Bobrovnikoff obtained, y=10.7; Hy = 8™.34, very close to the above result."
1930 F1,Wilk's Comet (1930 III),8.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1929 Y1 (wrong — that's previous Wilk Dec 1929 entry 1930 II); body identifies as Wilk 21 March 1930 separate discovery → 1930 F1 (Wilk) per target list peri 1930-03-28; Vorontsov-Vel'yaminov y=10.7, H0=8m.95±0m.5; Kukarkin Tr.Tashkent Obs. y=12.2, H0=9m.04; Deich variable y; Bobrovnikoff y=11.2, H0=8m.64; C.A.M. H10=8m.8; chose C.A.M. per §3.1; tail type I, spectrum studied; observed extensively at Pulkovo; page-image proofread vs p455-457: confirmed",high,1930 III,455,In C.A.M. Hip =8™.8.
1930 E1,Beyer's Comet (1930 IV),6.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Beyer) + 4 March 1930 Hamburg discovery on a 26 Feb plate; C.A.M. y=7.0, H0=7m.8, H10=6m.8; agrees with observations through 13 Aug 1931 (very long observation period); D1=3'.6; periodic? long-period (per orbit data showing 2.5-5 AU); chose C.A.M. per §3.1; page-image proofread vs p457: confirmed",high,1930 IV,457,"According to van Biesbroeck, H. Struve and Schneider et al., inC.A.M., y=7.0, Ho=7™.8, Hip =6™.8."
1930 L1,Forbes's Comet (1930 V),9.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Forbes) + 31 May 1930 Rosebank discovery → 1930 L1 (Forbes) per target list peri 1930-05-10 (post-peri discovery, hence rapid faintening); C.A.M. for initial period H10=9m.3; after 21 June H10=11m (see also E-I); from estimates upon discovery H10=9.2 to 8.5 (brighter end), end of June H10=12-13m; chose initial-period C.A.M. 9.3 per §3.1; comet 'apparently was rapidly exhausted' (NON-STANDARD photometric law); D1=3'.8 to 4'.7; page-image proofread vs p458: confirmed",medium,1930 V,458,"In C.A.M. for the initial period, Hj)=9™.3 and after 21 June, Hj)=11™ (see also E-I). According to given estimates upon discovery, Hj) =9™.2 to 8™.5 and from the end of June, Hig=12 to 13™. The comet apparently was rapidly exhausted."
73P,Schwassmann-Wachmann 3,11.7,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1930 E1 Beyer (wrong; that's 1930 IV the previous entry); body identifies 1930 VI as 'Discovered by Schwassmann and Wachmann (Bergedorf) on 2 May... independently by Blathwayt (Johannesburg) on 3 June' — confirmed first apparition of 73P/Schwassmann-Wachmann 3 per target list peri 1930-06-14 matching (r,Δ) data 2 June r=1.03; C.A.M. H10=11m.7 from initial-period estimates; Baldet h10=19m.4 (nucleus); end-May/June H10=12m.6 to 14m; main tail type I; periodic — will dedupe with other 73P apparitions; page-image proofread vs p458-459: confirmed",high,1930 VI,458,"In C.A.M., from the estimates for the initial period, Hjyg=11™.7. According to Baldet, hjjg=19™.4. At the end of May and in June, Hj9= 12.6 to 14™."
28P,Neujmin 1,10.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — 'first recorded apparition of the short-period Comet Neujmin(1)' = 28P/Neujmin 1; V.I y=6.9 H0=9m.9 (van Biesbroeck/Millosewich); Graff y=11.0 h0=10m.8; C.A.M. H10=10m.3 (gives m=15m.2 on 30 Dec, good agreement); chose C.A.M. per sec 3.1; periodic — will dedupe with other 28P apparitions; near-asteroidal appearance (very faint envelope); page-image proofread vs page 398-399: confirmed; periodic dedupe across apparitions [1931 I: M1=10.9]",high,1913 III,398,"V.I obtained, according to van Biesbroeck, Millosewich et al., y=6.9; H0=9m.9. Graff's observations yielded y=11.0; h0=10m.8. In C.A.M., H10=10m.3, which gives m=15m.2 on 30 Dec. in good agreement with observations."
1931 O1,Nagata's Comet (1931 III),3.7,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Nagata) + 15 July 1931 California discovery; segmenter labels '1931 II' but Big V actually prints '1931 III' (Roman III misread as II); C.A.M. H10=3m.7 according to high estimates for October 1931 (after brightness flare on 6 Oct — factor of 100 increase); for July-November 1931 H10=4m.7; for Feb-April 1932 H10=7m.7; chose C.A.M. high-estimate value 3.7 per §3.1; sanity: Oct 1931 m=8(!) reported, M1=3.7 with r=2.2 Δ=2.99 → m=3.7+5log(2.99)+10log(2.2)=3.7+2.38+3.42=9.5 vs observed 8 (acceptable, brightness flare context); SPECIAL: brightness flare event noted; page-image proofread vs p461-462: confirmed",high,1931 III,461,"In C.A.M., Hig =3™.7 according to the high estimates for October 1931; for July to November 1931, Hjp=4™.7; for February to April 1932, Hi9=7™.7."
1931 P1,Ryves's Comet (1931 IV),6.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Ryves) + 10 Aug 1931 Saragossa discovery; preliminary C.A.M. H10=6m.3; E-I y=11.2, Hy=7m.4 (4 estimates); August + October only H10=6m.6; December H10=8m.7 (post-peri faint); chose C.A.M. preliminary estimate 6.3 per §3.1; sanity: M1=6.3, peri=0.08 (sungrazer), Δ_min=1.10 → naked-eye visibility 14 Aug confirmed by van Biesbroeck (m=4); long observation period 4 months; page-image proofread vs p462-463: confirmed",high,1931 IV,462,"Preliminary estimates in C.A.M. gave Hjj)=6™.3. In E-I, according to four estimates of van Biesbroeck and Ryves, y=11.2, Hy=7™4. Using only August and October observations, Hjj=6™.6; in Dec., Hjg=8™.7."
1932 H1,Carrasco's Comet (1931 V),6.0,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Carrasco) + 22 April 1932 Madrid discovery (5 months after perihelion late 1931); E-I H10=6m.0; nearly 1m fainter at end of observation period; D1=4' April, 1' May; long-distance object (r=2.7-3.4 AU); chose E-I per §3.1; comet given Big V designation 1931 V despite 1932 discovery because Big V uses perihelion-passage year; page-image proofread vs p463: confirmed",high,1931 V,463,"In E-I, Hj)=6™.0; nearly 1™ fainter at the end of the observation period."
1932 G1,Houghton-Ensor's Comet (1932 I),9.3,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Houghton + Ensor) + 1-2 April 1932 Cape/Pretoria discovery; E-I from 14 estimates April-May: y=11.2, H0=8m.9, H10=9m.3; June H10=11m; chose E-I H10=9.3 per §3.1 (apparition-specific synthesis); D1=5'.8 to 3'.5 April; page-image proofread vs p463-464: confirmed",high,1932 I,463,"In E-I, according to 14 estimates for April and May, y =11.2, Ho=8™.9, Hyp =9™.3; in June, Hig=11™."
19P,Borrelly,9.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — 'first recorded apparition of the short-period Comet Borrelly' = 19P; Holetschek H1 8m.7-11m.2 from own estimates; from Wirtz y=4.7, H0=10m.8; C.A.M. H10=9m.0; chose C.A.M. per sec 3.1; periodic — will dedupe with other 19P apparitions; non-standard y=4.7; page-image proofread vs page 362: confirmed; periodic dedupe across apparitions [1932 IV: M1=9.2; 1911 VIII: M1=9.5; 1918 IV: M1=10.2]",high,1905 II,362,"Holetschek obtained from his own estimates H1-values ranging from 8m.7 to 11m.2, from observations of Wirtz, y=4.7, H0=10m.8; in C.A.M., H10=9m.0."
1932 P1,Peltier-Whipple's Comet (1932 V),8.1,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Peltier + Whipple) + 8 Aug 1932 Delphos discovery; E-I average y=21, H0=7m.6, H10=8m.1 (NON-STANDARD high y=21 photometric law); Beyer y=22.2, H0=7m.5; Bernheimer A.N.248:195 H0=6.96; Bobrovnikoff y=28.5, H0=7m.4; chose E-I H10=8.1 per §3.1; D1=3'.0; tail type I; comet visible to naked eye 10 Aug; sanity: M1=8.1 with r=1.06, Δ=0.55 around 18 Aug → m=8.1+5log(0.55)+10log(1.06)=8.1-2.6+0.25=5.8, observed 6.5-7.1 ✓; page-image proofread vs p466-467: confirmed",high,1932 V,466,"in E-I, the average of the principal observational data gave y=21; Hyp=7™.6, Hjj)=8™1"
1932 M2,Geddes's Comet (1932 VI),3.5,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Geddes) + 22 June 1932 Otekura discovery near south pole; E-I y=9.6, H0=3.6, H10=3m.5 from 41 estimates; Beyer y=10.1, H0=3m.2; Bobrovnikoff y=6.2, H0=5m.1 (Big V notes Bobrovnikoff's parameters disagree with observations — 19 July 1934 predicted m=14.2 vs obs); chose E-I per §3.1 (Bobrovnikoff implicitly flagged as incorrect by Big V); D1=4'.4 Feb-March 1933; observed for 2 years; sanity: M1=3.5, peri r~2.32, Δ_min=1.99 → m=3.5+5log(1.99)+10log(2.32)=3.5+1.49+3.65=8.64, observed 8-10m at brightest ✓; page-image proofread vs p467-468: confirmed",high,1932 VI,467,"in E-I, y=9.6, Hp= 3.6, Hig=3™.5, according to 41 estimates of various observers."
1932 M1,Newman's Comet (1932 VII),9.2,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Newmann/Newman) + 1 June 1932 Lowell Obs photographic discovery; E-I y=11.4, H0=8m.8, H10=9m.2 from 32 estimates by van Biesbroeck/Schorr/Kaiser; rapid decrease in brightness; D1=2'.8-3'.5; satellite/fragment observed at 20' (interesting double comet); chose E-I per §3.1; page-image proofread vs p468-469: confirmed",high,1932 VII,468,"In E-I, according to 32 estimates by van Biesbroeck, Schorr, Kaiser, etal., y=11.4, Ho=8™.8, Hyj=9™.2; rapid decrease in brightness by the end of the observation period"
16P,Brooks 2 Comet,7.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks); FIRST recorded apparition of 16P/Brooks 2; Brooks New York 6 July 1889; comet split into multiple satellites (B,C dissipated; A=main); Holetschek H1=7.9 to 9.2; In C.A.M., H10=7.3; Konopleva 1953 H10(av)=7.2 max=8.9 min=6.0; periodic — dedupe with other 16P apparitions; page-image proofread vs page 302: confirmed; periodic dedupe across apparitions [1932 VIII: M1=10.0; 1939 VII: M1=11.2; 1896 VI: M1=8.0; 1903 V: M1=9.5; 1911 I: M1=10.5; 1925 IX: M1=10.1]",high,1889 V,302,"Holetschek, taking the average of numerous estimates (mainly those of nucleus and central condensation), obtained H1=7m.9 to 9m.2. In C.A.M., H10=7m.3. V.P. Konopleva, Publ. Kiev Obs. 5. 1953, obtained from 52 estimates H10(av)=7m.2; H10(max)=8m.9 and H10(min)=6m.0."
1932 Y1,Dodwell-Forbes's Comet (1932 X),8.7,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Dodwell + Forbes) + 15-17 Dec 1932 Cape/New Zealand discovery → 1932 Y1 per target list peri 1932-12-30; E-I y=26, H0=7m.3, H10=8m.7 from 40 estimates; rapid drop end of February (post-peri); March/April H10=11-12m.5; Beyer y=16.6, H0=7m.7; Bobrovnikoff y=5.2, H0=8m.9 (gives m=12.2 in early April, 5m off observation — flagged disagreement); chose E-I per §3.1; D1=3'.0; tail type I; chose initial brighter value; page-image proofread vs p470-471: confirmed",high,1932 X,470,"Proceeding from 40 estimates, E-I gave y=26, Hy=7™.3; Hjg=8™.7. From the end of February, a rapid drop in brightness; in March and April, Hjg=11 to 12™.5."
1933 D1,Peltier's Comet (1933 I),9.5,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Peltier) + 16 Feb 1933 Delphos discovery; E-I from 49 estimates y=18.7, H10=9m.5, H10=10m.5 (initial period — printed as two values; took brighter 9.5 for initial period); rapid faintening end-March/April H10=12-13m; Beyer y=8.0, H0=9m.9, H1=9.9-10.7; brightness flare around 24 Feb noted; D1=1'.6; chose E-I 9.5 per §3.1 (initial period brighter per §3.3); page-image proofread vs p471-472: confirmed",high,1933 I,471,"E-I, proceeding from 49 estimates, gave y=18.7, Hjp=9™.5, Hio= 1 Qs (for the initial period). Comet rapidly grew faint; end of March and in April, Hyp =12 to 13™."
36P,Whipple,8.0,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Whipple) + body 'first recorded apparition of the short-period Comet Whipple' = 36P; E-I from Jeffers/Kaiser estimates H10=8m.0; Cillie+Johnson H.A.C.409 from 25 estimates y=15, H0=6m.3 (NON-STANDARD high y); chose E-I per §3.1; D1=1'.6 Dec 1933; periodic — will dedupe with other 36P apparitions; page-image proofread vs p473: confirmed",high,1933 V,473,"In E-I, from the estimates of Jeffers, Kaiser et al., Hijo = 8™.0; according to 25 brightness estimates, Cillie and Johnson, H.A.C., 409, obtained y=15, Hp=6™.3."
14P,Wolf's Comet,8.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Wolf); third recorded apparition of 14P/Wolf; Hussey Lick Obs 16 June 1898 rediscovery per Thraen; Vsekhsvyatskii M.N. 90:713 H10(av)=8.0; Hb=7.3; He=8.5; In C.A.M., H10=8.0; Bobrovnikoff Pop.Astr. 56(3) 1948 H0=10.7 (erroneous reduction); Vsekhsvyatskii 1948 reappraisal H10(av)=7.78; H10(max)=7.0; H10(min)=8.6; periodic — dedupe with other 14P apparitions; page-image proofread vs page 340: confirmed; periodic dedupe across apparitions [1934 I: M1=12.4; 1884 III: M1=6.2; 1891 II: M1=7.78; 1912 I: M1=9.1; 1918 V: M1=9.9; 1925 X: M1=10.6]",high,1898 IV,340,"In C.A.M., H10=8m.0. After thorough revision of observations in A. Zh., 25, we obtain H10(av)=7m.78; H10(max)=7m.0; H10(min)=8m.6."
1935 M1,Jackson's Comet (1934 II),4.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Jackson) + body identifies as Jackson 3 June 1935 Johannesburg discovery — but Big V designates 1934 II because perihelion was 1934-09-06 (9 months before discovery); per target list peri 1934-09-06 = 1935 M1; Konopleva Publ.Kiev Obs.3 (1950) H10=4m.4; far-distance comet (r=4.24-4.75 AU at observation, m=13-16m); chose Konopleva (only cited value) → source 'other'; CAVEAT: with K1=10 (n=4) law, M1=4.4 at r=4.24 Δ=2.90 → m=4.4+5log(2.9)+10log(4.24)=4.4+2.31+6.28=12.99 vs observed 15m — Konopleva fit assumes brighter at r=Δ=1; consistent within 2m, suggests slightly different photometric law; flagged medium for far-distance fit caveat; D1=48'' July 1935; page-image proofread vs p474: confirmed",medium,1934 II,474,"Discovered 9 months after the perihelion passage; according to Konopleva, Publ. Kiev Obs., 3. 1950, Hi9=4™.4."
1935 A1,Johnson's Comet (1935 I),9.5,10.0,"Vsekhsvyatskij 1958, other","matched by name (Johnson) + 7 Jan 1935 Johannesburg discovery → 1935 A1 per target list peri 1935-02-26; Beyer A.N.262:215 from 26 Feb-6 April estimates y=7.6, H0=9m.5; Bobrovnikoff y=6.9, H0=9m.8; Konopleva E-IV H10=10m.0; rapid faintening end of May (H10=12-13m); D1=2'.8; chose Beyer H0=9.5 (representative of bright period; Konopleva 10.0 cited as 'other' alternative); source 'other' (Beyer/Konopleva are not standard refs); spectrum has C-band larger than 3883/4710A; page-image proofread vs p475-476: confirmed",medium,1935 I,475,"From his estimates for 26 Feb. to 6 April, Beyer, A.N., 262: 215, found y = 7.6, Hg=9™.5; Bobrovnikoff obtained y=6™.9, Hg=9™.8; according to Konopleva, E-IV, H,o=10™.0."
1935 Q1,Van Biesbroeck's Comet (1936 I),5.4,10.0,"Vsekhsvyatskij 1958, other",matched by name (Biesbroeck) + 21 Aug 1935 Yerkes discovery → 1935 Q1 per target list peri 1936-05-11; E-IV from 35 brightness estimates H10=5m.4; agrees with 1937 and 1938 estimates; very long observation period; D1=1'.2 March/June 1936; chose E-IV → source 'other'; far-distance comet (r=4-6 AU); page-image proofread vs p478: confirmed,high,1936 I,478,"According to 35 brightness estimates, E-IV gave Hyg =5™.4 which is in good agreement with the estimates of 1937 and 1938."
1936 K1,Peltier's Comet (1936 II),6.9,10.0,"Vsekhsvyatskij 1958, other","matched by name (Peltier) + 15-16 May 1936 Delphos discovery → 1936 K1 (Peltier) per target list peri 1936-07-08; FAMOUS naked-eye comet; Beyer y=19.6, H0=6m.1, h0=10.0; Bobrovnikoff (346 estimates from 23 observers) y=11.9, H0=6m.8; E-IV (Konopleva) y=11.1, H0=6m.7, H10=6m.9; chose E-IV H10=6.9 per §3.1 (E-IV is canonical synthesis); source 'other' (E-IV); main tail type II with type I jet projected; FAMOUS — sanity check: M1=6.9, peri r=1.10, Δ_min=0.20 → predicted peak m=6.9+5log(0.20)+10log(1.10)=6.9-3.5+0.41=3.81 vs observed 2.9-3.5 reasonable agreement; D1=3-6'; S=0.056 (long tail 1° naked-eye); page-image proofread vs p479-480: confirmed",high,1936 II,479,"In E-IV, Konopleva, making use of almost the same body of data, obtained y=11.1, Hy =6™.7, Ho =6™.9."
1936 O1,Kaho-Kozik-Lis's Comet (1936 III),8.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Kaho + Kozik) + 17 July 1936 simultaneous discovery from Japan/USSR/Carpathians → 1936 O1 per target list peri 1936-07-15; E-IV from 31 estimates y=16.8, H0=9m.7, H10=8m.4; D1=1'.0 July; tail type I + type II superposition; spectrum studied; chose E-IV → source 'other'; sanity: M1=8.4, peri r=0.52, Δ=1.01 → m=8.4+5log(1.01)+10log(0.52)=8.4+0+(-2.84)=5.56 vs observed 4-5m at discovery ✓; page-image proofread vs p480-481: confirmed",high,1936 III,480,"In E-IV from 31 brightness estimates we find y= 16.8, Hy =9™.7, Hyg = 8.4."
