pdes,popular_name,M1,K1,source_citation,notes,match_confidence,bigv_designation_old,bigv_page,ocr_excerpt
1886 H1,Brooks's Comet (1886 IV),9.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1886 J1, but Big V 1886 IV (1886c, Brooks 22 May disc, third Brooks comet within 25 days) → likely C/1886 H1 (Brooks, peri June 7); body claims 'short-period nature' (Hind) but no modern periodic match in target list, so non-periodic 1886 H1 chosen by perihelion proximity; In C.A.M., H10=9.5; Big V notes 'with these estimates, H10=8.9'; took C.A.M.; page-image proofread vs page 282: confirmed",low,1886 IV,282,"Absolute magnitude estimated first in M.N., 90: 720. 1930 (9m.5). In C.A.M., H10=9m.5. With these estimates, H10=8m.9; 25 May, D1=1'.5."
7P,Pons-Winnecke Comet,9.9,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 15P, body identifies as 'fifth recorded apparition of the short-period Comet Pons-Winnecke' = 7P/Pons-Winnecke; matched by name; Holetschek H1=9.8; In C.A.M., H10=9.9; 'From these estimates, H10=9.2' (Big V's narrative); periodic — will dedupe with other 7P apparitions; page-image proofread vs page 284: confirmed",high,1886 VI,284,"Proceeding from Barnard's estimates, Holetschek found H1=9m.8. In C.A.M., H10=9m.9. From these estimates, H10=9m.2; D1=0'.9."
15P,Finlay's Comet,9.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Finlay); FIRST recorded apparition of 15P/Finlay; Holetschek H1=10.1 (pre-peri) and 9.0 (post-peri); Vsekhsvyatskii Hm=9.2, Hb=8.6, He=9.5; avg 9.2; In C.A.M., H10=9.2; periodic — will dedupe with other 15P apparitions; page-image proofread vs page 285: confirmed",high,1886 VII,285,"Holetschek (loc. cit.) gave H1=10m.1 for the end of September (before the perihelion passage); end of November and December (after perihelion passage), H1=9m.0. S.K. Vsekhsvyatskii obtained Hm=9m.2; Hb=8m.6 and He=9m.5; average, H10=9m.2."
1887 B3,Barnard's Comet (1886 VIII),4.8,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 15P (Roman fallback wrong), body identifies as Barnard 23 Jan 1887 disc → C/1887 B3 (Barnard, peri Nov 28 1886, observed post-peri); only E-III H10 cited (=4.8); D1=4 in Feb; comet discovered 'almost two months after the perihelion passage'; page-image proofread vs page 285: confirmed",high,1886 VIII,285,"In E-III, H10=4m.8; D1=4."
1886 T1,Barnard-Hartwig-Pechule Comet,4.9,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1887 B3, but Big V 1886 IX (1886f, Barnard 4 Oct + Hartwig + Pechule co-disc) → C/1886 T1 (Barnard-Hartwig); plate caption confirms 'Comet 1886 IX (Barnard-Hartwig-Pechule)'; Vorontsov-Vel'yaminov 1927 y=9.5 Hy=4.7; In C.A.M., H10=4.9; Bobrovnikoff H10=4.8 y=6.1; took C.A.M.; page-image proofread vs page 287: confirmed",high,1886 IX,287,"Proceeding from Backhouse's estimates, B.A. Vorontsov-Vel'yaminov, A. Zh., 4:34. 1927, obtained y=9.5, Hy=4m.7. In C.A.M., H10=4m.9. Bobrovnikoff ... obtained H10=4m.8; y=6.1."
1887 B1,Great Southern Comet 1887,6.3,10.0,"Vsekhsvyatskij 1958, other","matched by name (southern); Kreutz sungrazer family (short-perihelion group 1843 I, 1880 I, 1882 II); only E-III H10 cited; Big V notes 'During the perihelion passage the comet undoubtedly exhausted all sources of volatile substance, with the nuclear luminosity decreasing correspondingly'; tail-only post-peri object; D1=4'; page-image proofread vs page 288: confirmed",high,1887 I,288,"In E-III, H10=6m.3. The estimates took into account the low position of the head near the horizon and the width of the tail. During the perihelion passage the comet undoubtedly exhausted all sources of volatile substance, with the nuclear luminosity decreasing correspondingly. D1=4'; S=0.35."
1887 B2,Brooks's Comet (1887 II),5.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Brooks); only E-III H10 cited; D1=4 to 4.6 (Feb-April); page-image proofread vs page 289: confirmed",high,1887 II,289,"In E-III, H10=5m.4. In Feb., D1=4'; in April, 4'.6."
1887 D1,Barnard's Comet (1887 III),10.0,10.0,"Vsekhsvyatskij 1958, other","matched by name (Barnard) + Roman position 3; faint comet (10-12m); E-III H10=10.9 for first observation period (Feb); H10=10.0 March-April (closer to peri); chose post-discovery synthesis 10.0; page-image proofread vs page 289: confirmed",high,1887 III,289,"In E-III, H10=10m.9 for the first period of observations (February). In March and April, H10=10m.0. 28 Feb., D1=1'.3; 13 March, 2'.2."
1887 J1,Barnard's Comet (1887 IV),9.6,10.0,"Vsekhsvyatskij 1958, other","matched by name (Barnard) + Roman position 4; 'third comet discovered by Barnard within a few months of 1887'; only E-III H10 cited; popular_name disambiguates from 1887 D1; page-image proofread vs page 290: confirmed",high,1887 IV,290,"In E-III, H10=9m.6. In May, D1=0'.9; in July, 0'.6. S=0.001 (apparently type III)."
13P,Olbers' Comet,5.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1887 B2, body identifies as 'second recorded apparition of the periodic Comet Olbers' = 13P/Olbers; Brooks rediscovered the periodic on 24 Aug per Berberich's ephemeris; Holetschek H1 between 8.2 and 8.1 (1815 vs 1887 comparison); Holetschek adopted m=6.5 to 7.0 in Sept, hence H1=4.8; In C.A.M., H10=5.0; periodic — will dedupe with other 13P apparitions; page-image proofread vs page 291: confirmed",high,1887 V,291,"Comparing the 1815 and 1887 appearances, Holetschek adopted for the 1887 appearance m=6m.5 to 7m.0 in September; hence H1=4m.8. In C.A.M., H10=5m.0. In Aug. and Sept., D1=4'.2 to 2'.0; 25 Jan., D1=2'.5."
1888 D1,Sawerthal's Comet,4.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Sawerthal); bright comet, naked-eye discovery 18 Feb 1888 at 3m; E-III synthesis H10=4.67 from 33 estimates of intrinsic brightness and 19 of nuclear (h0=19.41); 'No noticeable deviations from the rule y=10' — clean photometric law; page-image proofread vs page 293: confirmed",high,1888 I,293,"Absolute magnitude derived in E-III from 33 estimates of intrinsic brightness and 19 estimates of nuclear brightness: H10=4m.67; h0=19m.41, and Finlay, A.N., 119:261. No noticeable deviations from the rule y=10."
2P,Encke's Comet,9.7,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Encke-Backlund); 25th recorded apparition; In C.A.M., H10=9.7; Holetschek H1=7.9 to 10.1 (mid 9.0); D1=1'.5; periodic — dedupe with other 2P apparitions (this is duplicate of 1881 VII row; periodic dedupe at end will keep brightest C.A.M.); page-image proofread vs page 293: confirmed",high,1888 II,293,"Holetschek, taking m=6m on 8 July and m=10m.5 on 25 Aug., adopted H1=7m.9 and 10m.1. In C.A.M., H10=9m.7; 25 July D1=1'.5; no tail."
1888 P1,Brooks's Comet (1888 III),7.6,10.0,"Vsekhsvyatskij 1958, other","matched by name (Brooks); discovery 7 Aug 1888 in Geneva NY; only E-III H10 cited; brilliance of nucleus h10=9; page-image proofread vs page 294: confirmed",high,1888 III,294,"In E-III, H10=7m.6; brilliance of nucleus h10=9m. 25 Aug., D1=0'.8; S=0.003."
4P,Faye's Comet,9.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1888 U1, body identifies as 'seventh recorded apparition of the short-period Comet Faye' = 4P/Faye; rediscovered by Perrotin 9 Aug 1888 using Möller's ephemeris (Kreutz reduction); Holetschek H1=10.0 to 11.0 (taking m=13.5 in Aug, 12.0 on 2 Dec — underestimates per Big V); Vsekhsvyatskii M.N. 90:712 H10=9.0; Hb=8.5; He=9.5; In C.A.M., H10=9.0; Cherednichenko reappraisal H10(av)=7.4 max=5.1 min=8.2; took C.A.M.; periodic — dedupe with other 4P apparitions; page-image proofread vs page 295: confirmed",high,1888 IV,295,"Holetschek, taking m=13m.5 in August and m=12m.0 on 2 Dec. (underestimates), found H1=10.0 to 11m.0. S.K. Vsekhsvyatskii, M.N., 90:712, found H10=9m.0; Hb=8m.5; He=9m.5. In C.A.M., H10=9m.0. After detailed reappraisal, V.N. Cherednichenko obtained H10(av)=7m.4; H10(max)=5m.1; H10(min)=8m.2."
1888 U1,Barnard's Comet (1888 V),5.8,10.0,"Vsekhsvyatskij 1958, other","matched by name (Barnard); Lick Obs. discovery 31 Oct 1888; only E-III H10 cited; brilliance h10=7.3; followed nearly 7 months in many positions; page-image proofread vs page 295: confirmed",high,1888 V,295,"In E-III, H10=5m.8; brilliance of nucleus h10=7m.3; in November, D1=3'.5; 29 January, up to 5'.5; in Feb., 4'; 4 April, 5'; 20 May, 5'. 3 Nov., S=0.002."
1888 R1,Barnard's Comet (1889 I),3.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 16P, but Big V 1889 I (1888e) is Barnard 2 Sept 1888 disc + Brooks 3 Sept indep co-disc → C/1888 R1 (Barnard, peri Jan 31 1889); observed in four oppositions (971 days); In C.A.M., H10=3.8; Big V's own synthesis 'we find H10=3.6'; later '1891 higher absolute brightness; H10=1m'; took C.A.M.; initial e=0.999923 (parabolic); page-image proofread vs page 297: confirmed",high,1889 I,297,"In C.A.M., H10=3m.8. Taking for Nov. and Dec. 1888 m=6m; in June 1889, 8m; in July, 9 to 10m; in Aug., 10 to 11m, we find H10=3m.6. In 1890 and 1891 higher absolute brightness; H10=1m."
1889 G1,Barnard's Comet (1889 II),5.3,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 10P, but Big V 1889 II (1889b) is Barnard 31 March 1889 disc, distant orbit, observed multiple oppositions → C/1889 G1 (Barnard, peri June 11 1889); only E-III H10 cited; brilliance of nucleus 6.4; page-image proofread vs page 298: confirmed",high,1889 II,298,"In E-III, H10=5m.3. Brilliance of the nucleus 6m.4. In April to October 1889, D1=2'. In April 1889, S=0.012."
177P,Barnard 2 Comet,8.8,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 1889 G1, but Big V 1889 III (1889c) is Barnard 23 June 1889 disc, peri ~June 24 (r=1.12) → 177P/Barnard 2 (peri June 21 1889); only E-III H10 cited (=8.8 initial, 10-11 in Aug); periodic — will dedupe with other 177P apparitions if any; page-image proofread vs page 299: confirmed",medium,1889 III,299,"According to E-III, at the beginning of the observation period H10=8m.8, in Aug., H10=10 to 11m. In June, D1=2'."
1889 O1,Davidson's Comet (1889 IV),6.5,10.0,"Vsekhsvyatskij 1958, other","matched by name (Davidson); naked-eye discovery 19 July 1889 (peri day); 20 independent estimates → H10=6.52 (Big V's narrative synthesis from E-VI references); 'Brightness varying as y=10 is in good agreement with all estimates' — clean photometric law; nucleus absolute magnitude 8.2; page-image proofread vs page 300: confirmed",high,1889 IV,300,"According to 20 independent estimates, H10=6m.52; absolute magnitude of the nucleus 8m.2. Brightness varying as y=10 is in good agreement with all estimates."
16P,Brooks 2 Comet,7.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks); FIRST recorded apparition of 16P/Brooks 2; Brooks New York 6 July 1889; comet split into multiple satellites (B,C dissipated; A=main); Holetschek H1=7.9 to 9.2; In C.A.M., H10=7.3; Konopleva 1953 H10(av)=7.2 max=8.9 min=6.0; periodic — dedupe with other 16P apparitions; page-image proofread vs page 302: confirmed",high,1889 V,302,"Holetschek, taking the average of numerous estimates (mainly those of nucleus and central condensation), obtained H1=7m.9 to 9m.2. In C.A.M., H10=7m.3. V.P. Konopleva, Publ. Kiev Obs. 5. 1953, obtained from 52 estimates H10(av)=7m.2; H10(max)=8m.9 and H10(min)=6m.0."
64P,Swift-Gehrels Comet,10.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Swift); discovery 16 Nov 1889 by Lewis Swift Rochester → 64P/Swift-Gehrels (peri Nov 30 1889); Big V's C.A.M. flagged as overestimate — 'In C.A.M., H10=11.5; according to the estimates above, H10=10.4, which is obviously a better approximation'; took 10.4 (Big V's preferred value over C.A.M.); periodic — dedupe with other 64P apparitions; page-image proofread vs page 302: confirmed",low,1889 VI,302,"In C.A.M., H10=11m.5; according to the estimates above, H10=10m.4, which is obviously a better approximation. In Nov., D1=2'30''."
1889 X1,Borrelly's Comet,8.8,10.0,"Vsekhsvyatskij 1958, other","matched by name (Borrelly); discovery 12 Dec 1889; only E-III H10 cited; Big V notes 'In January (low altitude and absence of substantial condensation), brightness substantially underestimated... H10=9 to 10m'; took E-III value 8.8; page-image proofread vs page 303: confirmed",high,1890 I,303,"In E-III, H10=8m.8. In January (low altitude and absence of substantial condensation), brightness substantially underestimated because of absorption: H10=9 to 10m."
1890 F1,Brooks's Comet (1890 II 1890a),3.3,10.0,"Vsekhsvyatskij 1958, other","matched by name (Brooks) + Brooks 19 March 1890 disc → C/1890 F1 (Brooks); distant comet, observed 687 days (1890-1892); Big V's narrative synthesis from 1890 estimates H10=3.3; 'in 1892, H10 not less than 0.7' (brightened — distant outburst); took 1890 narrative value; popular_name disambiguates from other 1890 II Coggia entry; page-image proofread vs page 304: confirmed",medium,1890 II,304,"According to the 1890 estimates, H10=3m.3; in 1892, H10 not less than 0m.7. From May 1890 to Feb. 1892, D1=6'. In July 1890, Smax=0.008."
1890 O1,Coggia's Comet (1890 II 1890b),8.6,10.0,"Vsekhsvyatskij 1958, other","matched by name (Coggia); 18 July 1890 disc near Ursa Major; only E-III H10 cited; brilliance of nucleus 10.4; Big V footnote endorses estimate as 'in full agreement with observations at Harvard Observatory not used heretofore'; SECOND Big V entry numbered 1890 II (Big V uses Roman II twice for different paren-ids 1890a and 1890b); page-image proofread vs page 304: confirmed",high,1890 II,304,"In E-III, H10=8m.6; brilliance of nucleus, 10m.4; 18 July to 22 July, D1=3'.1."
1890 V1,Zona's Comet,8.6,10.0,"Vsekhsvyatskij 1958, other","matched by name (Zona); discovery 15 Nov 1890 in Auriga; comet discovered 3 months after perihelion passage — 'should have been considerably brighter in the southern sky, yet not detected there'; only E-III H10 cited; brightness decreased 3.4 to 6.0 — comet faded faster than y=10; page-image proofread vs page 305: confirmed",high,1890 IV,305,"In E-III, H10=8m.6. During the observation period, the brightness decreased from 3m.4 to 6m.0, i.e., the comet grew faint more rapidly than y=10."
6P,d'Arrest's Comet,9.7,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 113P, body identifies as 'fifth recorded apparition of the short-period Comet d'Arrest' = 6P/d'Arrest (rediscovered by Barnard 6 Oct 1890 per Leveau's ephemeris); Holetschek H1=10.3 to 12 (faint estimates, mainly Spitaler's); In C.A.M., H10=9.7; periodic — dedupe with other 6P apparitions; page-image proofread vs page 306: confirmed",high,1890 V,306,"Holetschek obtained from various estimates (mainly Spitaler's) H1=10.3 to 12m. In C.A.M., H10=9m.7; D1=2.3 to 1.4."
1890 O2,Denning's Comet (1890 VI),7.8,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 1890 O1 (already mapped to entry 45), body is Denning Bristol 23 July 1890 disc → C/1890 O2 (Denning, peri Sept 25 1890); only E-III range-only H10 (6.2 to 9.4); took midpoint 7.8 per commission §3.4; nucleus 12-13; popular_name disambiguates from 1890 O1 Coggia; page-image proofread vs page 306: confirmed",medium,1890 VI,306,"Absolute magnitude estimated in E-III; individual estimates of H10 ranged from 6m.2 to 9m.4; nucleus 12 to 13m; D1=1'.2 to 1'.5."
113P,Spitaler's Comet,9.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Spitaler); 16 Nov 1890 disc by Spitaler; In C.A.M., H10=9.5; 'With these estimates H10=9.0' (Big V's own)... 'D1=0'.5'; periodic — dedupe with other 113P apparitions (this is the discovery apparition); page-image proofread vs page 307: confirmed",high,1890 VII,307,"Absolute magnitude obtained for the first time by S. Vsekhsvyatskii, M.N., 90: 720. In C.A.M., H10=9m.5. With these estimates H10=9m.0; D1=0'.5."
1891 F1,Barnard-Denning Comet (1891 I),,10.0,"","SKIP — page-image proofread vs page 308: 'Absolute magnitude determined in E-III. Absolute magnitude of the nucleus h10=10m.4' — no comet H10 value cited, only nuclear h10; per commission §3.5 skip when no H10 stated for the comet itself",low,1891 I,308,"Absolute magnitude determined in E-III. Absolute magnitude of the nucleus h10=10m.4; 1 April, D1=5'; central nucleus d1=1'.2; S=0.009."
14P,Wolf's Comet (1891 II),7.78,10.0,"Vsekhsvyatskij 1958, other","matched by name (Wolf); SECOND recorded apparition of 14P/Wolf; Holetschek H1=6.2 to 7.3; Vsekhsvyatskii MNRAS 1930 H10=7.6 (range 6.2-8.5); Vsekhsvyatskii 1950 reappraisal A.Zh. 27:15 H10=7.78 (max=6.7 min=8.8); chose 1950 reappraisal as most recent and apparition-specific; Bobrovnikoff erroneous reduction H0~11; periodic — dedupe with other 14P apparitions; page-image proofread vs page 308: confirmed",medium,1891 II,308,"From Holetschek's estimates, H1=6m.2 to 7m.3. According to S.K. Vsekhsvyatskii, M.N., 30:713, H10=7m.6 (between 6m.2 and 8m.5). After thorough reappraisal of all estimates H10=7.78; H10(max)=6m.7 and H10(min)=8m.8. S. Vsekhsvyatskii, A. Zh., 27:15. 1950."
2P,Encke's Comet,9.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Encke-Backlund); 26th recorded apparition; Spotted by Barnard 1 Aug 1891; Holetschek H1=14.8 to 7.6; In C.A.M., H10=9.3 with non-standard y=8.6 (Hy=8.7); periodic — dedupe with other 2P apparitions; note y=8.6 not 10 standard; page-image proofread vs page 309: confirmed",high,1891 III,309,"Holetschek estimated H1 from 14m.8 (2 Aug.) to 7m.6 (September-October). In C.A.M., H10=9m.3; y=8.6, Hy=8m.7. In Sept., D1=2'.0; 3 Oct., S=0.005."
1891 T1,Barnard's Comet (1891 IV),9.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Barnard); 2 Oct 1891 disc, southern declination → C/1891 T1 (Barnard, peri Nov 14); only E-III H10 cited; D1=1'; brief observation; page-image proofread vs page 309: confirmed",high,1891 IV,309,"In E-III, H10=9m.4. D1=1'."
11P,Tempel-Swift Comet,13.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1891 F1, body identifies as 'third recorded apparition of the short-period Comet Tempel(3)-Swift' = 11P/Tempel-Swift-LINEAR (rediscovered by Barnard 27 Sept 1891 per Bossert's ephemeris + Denning indep 30 Sept); Holetschek H1=14.1; In C.A.M., H10=13.8; faint comet; periodic — dedupe with other 11P apparitions; page-image proofread vs page 310: confirmed",high,1891 V,310,"According to the estimates of 3 Nov., m=11m.5; 21 Dec. to 29 Dec., 12m.0. Holetschek obtained H1=14m.1. In C.A.M., H10=13m.8. Average D1=0'.63."
1892 E1,Swift's Comet (1892 I),3.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Swift); naked-eye discovery 6 March 1892 in Sagittarius; Holetschek's estimates y=9.6, Hy=3.3; Vsekhsvyatskii A.Zh. 2:76 1925 (V.I.); In C.A.M., H10=3.2; March-April D1=5 to 10'; page-image proofread vs page 312: confirmed",high,1892 I,312,"According to Holetschek's estimates, y=9.6, Hy=3m.3. Vsekhsvyatskii A. Zh., 2:76. 1925. In C.A.M., H10=3m.2. March and April, D1=5 to 10'."
1892 F1,Denning's Comet (1892 II),5.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Denning); 18 March 1892 disc near delta Cephei; In C.A.M., H10=6.1 flagged by Big V as 'a slight underestimate'; Big V's preferred synthesis from Spitaler+Luther H10=5.4; took Big V endorsement (5.4) over flagged C.A.M.; nucleus 6.5; page-image proofread vs page 313: confirmed",low,1892 II,313,"In C.A.M., H10=6m.1, a slight underestimate. Proceeding from Spitaler's estimates and taking m=values that differ by 1m from Luther's estimates, we obtain H10=5m.4; nucleus 6m.5."
17P,Holmes' Comet,0.0,10.0,"Vsekhsvyatskij 1958, other","matched by name (Holmes); FIRST recorded apparition of 17P/Holmes — famous 1892 outburst; discovery flare brightness mag 4-5 (naked eye) at Nov 1892, second flare mid-Jan 1893; Holetschek H1=1.9 to 2.6 (early Nov), 3.1 (later), 4.1 (Feb); Vsekhsvyatskii A.Zh. 2:77 H10=4.8; BIG V FLAGS C.A.M. AS UNDERESTIMATE — 'In C.A.M., H10=5 to 8m.5, a sizeable underestimate'; Big V's preferred from observations: H10=0.0 to 0.5 in early Nov flare and Jan flare; minimum H10=6.5 (10-14 Jan); nominal H10=6.0 March-April; chose peak H10=0.0 reflecting outburst (per §3.6 brightest for periodic dedupe); periodic — dedupe with other 17P apparitions; page-image proofread vs page 314: confirmed",low,1892 III,314,"In C.A.M., H10=5 to 8m.5, a sizeable underestimate. ... for the period between 8 Nov. and 13 Nov. 1892, H10=0m.0 to 0m.5; 16 Jan. and 18 Jan. 1893, H10=to 0m.5. At the minimum 10 Jan. to 14 Jan. 1893, H10=6m.5. March and April 1893, H10=6m.0."
7P,Pons-Winnecke Comet,10.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Pons-Winnecke); 6th recorded apparition; rediscovered by Spitaler 18 March 1892 per Haerdtl's ephemeris; Holetschek H1=10.9 to 10.2; In C.A.M., H10=10.6; non-standard y=16.8, Hy=11.0 (steep brightness law); periodic — dedupe with other 7P apparitions; page-image proofread vs page 315: confirmed",high,1892 IV,315,"Holetschek's estimates gave H1=10m.9 to 10m.2. In C.A.M., H10=10m.6; and y=16.8; Hy=11m.0. From Spitaler, D1=2'.0. S>0."
206P,Barnard-Boattini Comet,9.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Barnard); FIRST PHOTOGRAPHIC DISCOVERY of a comet (Barnard 12 Oct 1892); 206P/Barnard-Boattini peri 1892-12-11; In C.A.M., H10=10m; Big V's narrative 'From the estimates above, H10=9.8'; took Big V's preferred 9.8; periodic — dedupe with other 206P apparitions; page-image proofread vs page 317: confirmed",high,1892 V,317,"Absolute magnitude estimated first in M.N., 90:720. In C.A.M., H10=10m. From the estimates above, H10=9m.8; D1=1'.1; S>0."
1892 Q1,Brooks's Comet (1892 VI),5.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks); 28 Aug 1892 disc Geneva NY; Holetschek H1=7.2 to 5.4 (heliocentric variation); Vsekhsvyatskii A.Zh. 2:68 y=10.6 Hy=5.2; In C.A.M., H10=5.3; nuclear h0=7.0; page-image proofread vs page 318: confirmed",high,1892 VI,318,"Holetschek found from the estimates of Cruls, Kobold et al., H1=7m.2 to 5m.4. From Holetschek's observations, S. Vsekhsvyatskii, A. Zh., 2:68 obtained y=10.6; Hy=5m.2. In C.A.M., H10=5m.3."
1892 W1,Brooks's Comet (1893 I),7.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks); 19 Nov 1892 disc Geneva NY; V.I. derived from Holetschek's observations y=6.5, Hy=8.1; In C.A.M., H10=7.8; D1=3'.2; page-image proofread vs page 319: confirmed",high,1893 I,319,"V.I. derived from Holetschek's observations y=6.5; Hy=8m.1. In C.A.M., H10=7m.8. 11 Jan., D1=3'.2."
1893 N1,Rordame-Quenisset Comet,6.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Quenisset); naked-eye comet July 1893; co-discovered by Quenisset 9 July, Rordame 8 July, Johnson+Miller 8 July, Roso de Luna (4 July, mistook for Finlay), Sperra 19 June; Holetschek H1=5.8 to 6.8; non-standard y=9.9 Hy=6.6; In C.A.M., H10=6.6; Bobrovnikoff n=2.24 H0=6.42 (n=1.76 H0=6.40); nucleus 10.6; comet 'magnificent' 3-4m at peak; page-image proofread vs page 320: confirmed",high,1893 II,320,"Holetschek, A.N., 133:347, obtained H1-values between 5m.8 and 6m.8. Holetschek's estimates gave Hy=6m.6, y=9.9; nucleus, 10m.6. In C.A.M., H10=6m.6."
15P,Finlay's Comet,9.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Finlay); SECOND apparition of 15P/Finlay; rediscovered 17 May 1893; Holetschek H1=10.0; In C.A.M., H10=10.1 (note: this 1893 apparition C.A.M. value is 10.1 rather than 9.2 from 1886 — listed M1=9.2 holds the brighter dedupe value from 1886 first apparition); periodic — dedupe with other 15P apparitions; page-image proofread vs page 321: confirmed",high,1893 III,321,"Proceeding from Finlay's and his own estimates, Holetschek obtained H1=10m.0. In C.A.M., H10=10m.1; D1=1'.3."
1893 U1,Brooks's Comet (1893 IV),6.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 15P, but Big V 1893 IV (1893d, Brooks Geneva NY 16 Oct 1893 disc) → C/1893 U1 (Brooks, peri Sep 19 1893); With Holetschek's observations, V.I. y=11.0 Hy=6.7; In C.A.M., H10=6.6; nucleus 8.5; bright comet, photographed by Barnard 22 Oct showing complex tails; Searle reported orbit similarity with 1822 I and 1864 I; page-image proofread vs page 322: confirmed",high,1893 IV,322,"With Holetschek's observations, V.I. obtained y=11.0; Hy=6m.7. In C.A.M., H10=6m.6. Nucleus (central condensation) 8m.5."
489P,Denning's Comet,10.4,10.0,"Vsekhsvyatskij 1958, other",matched by name (Denning); 489P/Denning peri 1894-02-09 — discovery apparition; Denning Bristol 26 March 1894 disc 50 days post-peri; M.N. 90:720 H10=10.2; Big V's narrative synthesis H10=10.4±0.1; periodic — dedupe with other 489P apparitions; page-image proofread vs page 324: confirmed,medium,1894 I,324,"In M.N., 90:720, H10=10m.2. From these estimates, H10=10m.4±0m.1."
1894 G1,Gale's Comet,6.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Gale); naked-eye discovery by amateur Gale (Paddington Sydney) with 3-inch telescope on 1 April 1894; visible to unaided eye 4-7m; V.I. Hy=6.3 (y=10.1); In C.A.M., H10=6.6; brightness changed faster than r^-2; page-image proofread vs page 325: confirmed",high,1894 II,325,"V.I. obtained from Holetschek's observations Hy=6m.3, y=10.1. In C.A.M., H10=6m.6. 12 April, D1=7'.5; 27 April, 13'."
10P,Tempel 2 Comet,9.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Tempel); third recorded apparition of 10P/Tempel 2; rediscovered by Finlay 8 May 1894 per Schulhof; faint 11m at discovery; Holetschek H1=10.5; In C.A.M., H10=9.5; D1=1'.7; periodic — dedupe with other 10P apparitions; page-image proofread vs page 325: confirmed",high,1894 III,325,"Holetschek adopted m=11m.3 on 8 May and in Aug., 13m.5; hence, on an average, H1=10m.5. In C.A.M., H10=9m.5. D1=1'.7."
54P,de Vico-Swift-NEAT Comet,10.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Swift); 'presumably third recorded apparition of the Comet de Vico-Swift'; E. Swift Jr. (Echo Mountain) 20 Nov 1894 rediscovery; Holetschek H1=10.7 to 12.3 (mid 11.5); In C.A.M., H10=10 to 11m (range); Big V's narrative 'According to these estimates, H10=10.2'; Barnard's first estimate weight 1/2; periodic — dedupe with other 54P apparitions; page-image proofread vs page 326: confirmed",high,1894 IV,326,"Holetschek obtained H1=10m.7 to 12m.3. In C.A.M., H10=10 to 11m. According to these estimates, H10=10m.2."
2P,Encke's Comet,9.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Encke-Backlund); 27th recorded apparition; discovered photographically by Perrine+Wolf 31 Oct 1894; Holetschek H1=11.5 to 8.0; In C.A.M., y=10.3, Hy=9.3, H10=9.3; periodic — dedupe with other 2P apparitions; page-image proofread vs page 326: confirmed",high,1895 I,326,"Holetschek's estimates give H1-values between 11m.5 and 8m.0. In C.A.M., y=10.3, Hy=9m.3, H10=9m.3."
